OBJECTID,pointid,percentage,Lon,Lat,RastX,RastY
1,13209,32.86500168,-141.5998508,60.99978943,-3310553.11,3739600.273
2,15616,11.35333347,-141.1743948,60.07196192,-3386410.201,3665388.288
3,19646,1.99333334,-137.940592,59.86845883,-3306763.03,3501743.996
4,20289,10.9333334,-138.7013674,59.3182334,-3381545.112,3502964.013
5,26285,1.050000072,-134.7884602,58.66121798,-3311193.196,3277658.713
6,26584,8.763333321,-134.6850938,58.58644573,-3314227.825,3267879.055
7,29040,32.66999817,-133.6333322,57.96265235,-3331831.758,3176950.924
8,33882,2.466666698,-131.7344822,56.76781822,-3364347.673,3005453.744
9,34173,32.23333359,-131.7831487,56.64065231,-3377116.687,2998817.172
10,35951,2.133333445,-62.55639271,57.53319763,354012.9006,1513582.488
11,36253,9.649999619,-62.04652865,57.2721092,386908.6871,1487389.874
12,36551,2.133333445,-62.72268856,57.37247521,345566.6809,1495012.625
13,36555,14.92333317,-62.13042489,57.19217006,382679.6548,1478115.633
14,36557,6.296666622,-61.83661867,57.1009253,401221.4785,1469656.491
15,36854,8.413332939,-62.65684648,57.2473528,350627.3436,1481511.272
16,37164,9.583333969,-62.15041922,56.98683788,383497.5235,1455348.635
17,37170,34.08666992,-61.13467957,56.66466942,448309.752,1425733.177
18,37477,7.733333588,-61.94171509,56.81592993,397800.4722,1437634.066
19,37478,8.843333244,-61.79644899,56.77019369,407060.0588,1433407.426
20,37479,14.07666683,-61.65156358,56.72427971,416317.2235,1429179.056
21,37481,13.26499939,-61.21919145,56.58547916,444074.178,1416483.647
22,37787,13.26499939,-62.31597873,56.82684707,375052.9692,1436817.36
23,37788,12.04333401,-62.17017852,56.7815794,384315.6451,1432596.623
24,37790,11.56333351,-61.7350479,56.64470484,412089.2005,1419923.963
25,38380,0.723333359,-66.54494523,57.81255686,115720.137,1531431.908
26,38411,34.08666992,-61.90088362,56.48541173,403640.3884,1401418.941
27,38724,6.443333626,-62.12724415,56.45116545,390169.3158,1396387.759
28,38725,3.863333464,-61.83960661,56.36004755,408667.4599,1387948.54
29,38726,3.069999933,-61.26879079,56.17571266,445635.0691,1371049.65
30,38727,6.296666622,-61.12701578,56.12919611,454870.992,1366820.715
31,38735,23.38333321,-129.7703665,55.72049996,-3374878.109,2838203.762
32,39006,0.723333359,-66.84860001,57.68599084,98074.12796,1516945.829
33,39038,11.33333302,-62.06522397,56.32593116,395201.1644,1382920.796
34,39039,15.1833334,-61.9218089,56.2803942,404447.3283,1378702.712
35,39040,23.30666733,-61.6360869,56.18879532,422932.5123,1370261.425
36,39041,31.98666573,-61.49377999,56.14273491,432171.5308,1366038.239
37,39042,1.850000024,-61.35184246,56.09650156,441408.1659,1361813.368
38,39044,6.769999981,-61.06907541,56.00351904,459874.283,1353358.608
39,39046,2.573333502,-60.78778537,55.90985387,478330.8586,1344897.212
40,39047,34.74333572,-60.64769403,55.8627672,487555.5668,1340664.045
41,39048,25.24333382,-60.36861824,55.76808948,505997.8214,1332192.817
42,39321,0.723333359,-68.01584627,57.87309963,28615.08109,1536663.419
43,39358,19.31333351,-62.43433472,56.33644812,372489.1109,1382100.556
44,39360,3.069999933,-62.146839,56.24612195,390985.1268,1373674.3
45,39361,14.31333351,-61.86081175,56.15509249,409471.6559,1365241.177
46,39362,9.156666756,-61.7183489,56.10931593,418711.3607,1361022.061
47,39363,1.586666703,-61.57625324,56.06336583,427948.6913,1356801.254
48,39364,3.069999933,-61.43452477,56.01724296,437183.6468,1352578.763
49,39365,5.143333435,-61.15216931,55.92448194,455646.4297,1344128.764
50,39366,0.723333359,-61.01154224,55.8778453,464874.2557,1339901.273
51,39367,23.51333427,-60.8712822,55.83103893,474099.704,1335672.131
52,39368,9.999999046,-60.4527034,55.68960898,501761.7767,1322974.887
53,39369,5,-60.31391056,55.64213123,510977.7085,1318739.226
54,39371,0.880000055,-57.87812443,54.75988235,676457.2333,1242229.903
55,39373,0.880000055,-57.35282984,54.55696441,713125.6577,1225161.69
56,39651,0.286666662,-67.92979382,57.75126148,33808.64552,1523187.371
57,39652,0.723333359,-67.77313108,57.71315114,43140.13259,1519045.233
58,39664,0.723333359,-65.92076774,57.24015745,154938.0753,1469183.404
59,39685,4.453333378,-62.80365285,56.3457748,349776.8825,1381265.637
60,39687,15.1833334,-62.51514034,56.25637545,368278.8943,1372851.045
61,39689,3.99000001,-62.22808691,56.16626751,386771.4608,1364429.522
62,39690,11.33333302,-62.08510753,56.12094972,396014.1996,1360216.182
63,39691,5,-61.94249312,56.07545705,405254.5741,1356001.135
64,39692,7.230000019,-61.8002437,56.02979028,414492.5835,1351784.389
65,39693,12.8399992,-61.6583593,55.98395015,423728.2268,1347565.952
66,39694,3.863333464,-61.51683991,55.93793743,432961.5035,1343345.833
67,39695,18.98666763,-61.37568552,55.89175287,442192.4126,1339124.039
68,39696,8.92666626,-61.23489612,55.84539722,451420.9534,1334900.579
69,39697,5,-61.09447165,55.79887125,460647.1254,1330675.461
70,39698,12.95666695,-60.95441207,55.7521757,469870.9277,1326448.693
71,39699,22.02000046,-60.81471731,55.70531134,479092.36,1322220.284
72,39700,3.069999933,-60.67538729,55.65827892,488311.4215,1317990.241
73,39703,37.86500168,-60.12171249,55.46848366,525163.9507,1301053.9
74,39704,39.65000153,-59.3021203,55.17887667,580371.5527,1275601.762
75,39706,6.769999981,-59.03182897,55.08105453,598755.0942,1267105.271
76,39707,7.723333359,-57.96514161,54.68349227,672194.2822,1233058.768
77,39777,1.960000038,-121.5281297,57.78020436,-2862049.008,2638041.864
78,39970,8.413332939,-71.03670576,58.35000932,-148021.703,1592115.102
79,39991,0.723333359,-67.68834779,57.59117116,48325.28446,1505574.033
80,40025,16.5466671,-62.59558118,56.17625878,364071.0391,1363603.266
81,40027,0.513333321,-62.3089699,56.08636838,382560.1582,1355186.459
82,40028,9.136666298,-62.16620831,56.04115966,391801.1858,1350975.479
83,40029,16.22000122,-62.02380949,55.99577625,401039.8574,1346762.793
84,40030,10.31000042,-61.88177349,55.95021892,410276.1722,1342548.408
85,40031,10.40666676,-61.74010034,55.90448842,419510.1292,1338332.333
86,40032,12.28999996,-61.59879004,55.8585855,428741.7277,1334114.577
87,40034,7.316666603,-61.31725798,55.76626543,447197.8461,1325674.051
88,40035,1.553333402,-61.17703617,55.71984979,456422.3646,1321451.298
89,40036,1.073333383,-61.03717713,55.67326474,465644.5217,1317226.896
90,40039,1.073333383,-60.6197759,55.53250066,493296.8186,1304543.878
91,40041,8.843333244,-60.34332077,55.43782468,511719.866,1296080.435
92,40043,8.843333244,-59.79475579,55.2464998,548537.5841,1279134.408
93,40045,5.946666718,-59.25197578,55.05258417,585317.4499,1262163.283
94,40046,6.069999695,-59.11718319,55.00370604,594506.5004,1257916.639
95,40047,13.68000031,-58.98275112,54.95466969,603693.1842,1253668.467
96,40048,7.099999905,-58.31598935,54.7071407,649591.1031,1232404.942
97,40052,6.069999695,-57.78904082,54.50634494,686266.8422,1215367.39
98,40323,0.723333359,-69.01483151,57.80667655,-30481.21498,1529308.467
99,40331,9.136666298,-67.75952628,57.50747393,44183.53739,1496249.028
100,40334,0.723333359,-67.29449587,57.39191615,72145.23858,1483818.162
101,40343,1.236666679,-65.91832753,57.03452356,155906.4246,1446418.807
102,40349,0.286666662,-65.0167966,56.78753058,211643.3444,1421399.272
103,40350,1.00999999,-64.86778767,56.74569997,220924.7145,1417222.771
104,40364,7.290000439,-62.8192847,56.1406707,350619.1825,1358560.68
105,40365,17.10333252,-62.67565945,56.09609866,359865.5369,1354357.218
106,40366,7.986666679,-62.53239458,56.05134988,369109.5466,1350152.026
107,40369,12.78999996,-62.10476304,55.91605061,396827.4976,1337526.149
108,40371,12.76666737,-61.82147852,55.82498117,415294.3901,1329100.396
109,40372,18.06333351,-61.68037731,55.77918772,424524.3113,1324884.995
110,40373,23.27000046,-61.53963682,55.73322279,433751.8814,1320667.92
111,40374,6.296666622,-61.39925703,55.68708712,442977.0996,1316449.181
112,40375,8.430000305,-61.25923793,55.64078147,452199.9652,1312228.785
113,40377,14.99666691,-60.98028162,55.5476632,470638.6361,1303783.056
114,40378,1.073333383,-60.8413443,55.50085208,479854.4401,1299557.739
115,40379,1.073333383,-60.70276743,55.45387396,489067.8891,1295330.798
116,40381,9.583333969,-60.42669469,55.35941972,507487.7198,1286872.076
117,40382,8.843333244,-60.28919859,55.31194508,516694.1007,1282640.31
118,40383,30.75333405,-60.15206252,55.26430643,525898.1246,1278406.953
119,40384,9.999999046,-59.87886982,55.16854007,544299.1004,1269935.493
120,40385,5,-59.60711533,55.07212655,562690.6448,1261457.76
121,40386,14.85666656,-59.33679754,54.9750718,581072.7557,1252973.817
122,40388,2.876666784,-59.06791479,54.87738175,599445.4319,1244483.727
123,40389,4.523333073,-58.93401097,54.82830032,608628.2317,1240236.396
124,40390,17.5,-58.80046521,54.77906227,617808.6725,1235987.552
125,40391,10.49333286,-58.66727722,54.72966835,626986.7544,1231737.202
126,40396,16.40333366,-58.00669413,54.48038611,672841.782,1210463.136
127,40397,7.723333359,-57.87564675,54.43007226,682005.712,1206203.913
128,40460,7.760000229,-122.4794144,57.3471065,-2936260.061,2641370.754
129,40657,8.413332939,-71.49024759,58.2455965,-174956.7167,1581556.255
130,40673,0.286666662,-68.92538455,57.6855865,-25265.30036,1515844.399
131,40681,0.723333359,-67.67529876,57.3855268,49364.91071,1482786.709
132,40683,0.513333321,-67.3662186,57.30848579,67999.75564,1474502.023
133,40710,0.900000036,-63.33112955,56.19268593,318669.8906,1361906.929
134,40714,10.99333382,-62.75537735,56.0158956,355662.3794,1345112.901
135,40715,1.00999999,-62.61233447,55.9712548,364904.6633,1340910.049
136,40716,6.769999981,-62.46964989,55.92643822,374144.6098,1336705.477
137,40719,10.40666676,-62.04374668,55.79094121,401850.4145,1324081.515
138,40720,11.02999973,-61.90249599,55.74542894,411081.0013,1319870.14
139,40722,2.233333349,-61.62107034,55.65388901,429535.1477,1311442.358
140,40723,1.563333392,-61.4808954,55.60786283,438758.7056,1307225.967
141,40724,10.86666679,-61.34107904,55.56166684,447979.9191,1303007.92
142,40726,24.92000008,-61.06252193,55.46876839,466415.3099,1294566.891
143,40727,11.29333305,-60.92378107,55.42206742,475629.486,1290343.925
144,40728,2.626666784,-60.7853986,55.37519961,484841.3151,1286119.335
145,40730,9.136666298,-60.50970846,55.28096646,503257.93,1277665.317
146,40731,9.583333969,-60.2354507,55.18607487,521665.151,1269204.899
147,40732,3.873333216,-60.09885865,55.138384,530865.2377,1264972.311
148,40733,11.91333389,-59.96262431,55.09053075,540062.9747,1260738.147
149,40734,1.893333316,-59.8267475,55.04251584,549258.3617,1256502.415
150,40736,8.843333244,-59.5560658,54.94600403,567642.0847,1248026.278
151,40737,1.99333334,-59.42126054,54.89750859,576830.4202,1243785.889
152,40739,21.75333214,-59.15272016,54.80004233,595200.0384,1235300.508
153,40740,3.149999857,-59.01898459,54.75107298,604381.3209,1231055.533
154,40741,7.770000458,-58.88560512,54.70194713,613560.2522,1226809.043
155,40742,5.223333359,-58.7525815,54.6526655,622736.8323,1222561.048
156,40746,30.75333405,-58.22404003,54.45399586,659419.641,1205554.165
157,40748,15.94333267,-57.96189702,54.35374536,677746.9398,1197041.888
158,40749,17.73999977,-57.44185356,54.151442,714373.3334,1179999.968
159,40753,10.9333334,-132.7292752,53.97369755,-3643982.903,2859814.797
160,40831,0.376666665,-119.094542,58.02516198,-2736387.503,2563198.206
161,41028,0.286666662,-68.05594638,57.37790682,26585.79043,1481740.125
162,41029,8.699999809,-67.90084389,57.3399877,35906.88142,1477605.076
163,41030,0.313333333,-67.74608395,57.30186705,45225.70744,1473468.013
164,41031,0.723333359,-67.59166724,57.26354559,54542.26586,1469328.943
165,41038,2.083333254,-66.52041506,56.98973444,119694.47,1440299.994
166,41040,0.723333359,-66.21746733,56.90973732,138288.8374,1431988.44
167,41041,0.286666662,-66.0665169,56.86944822,147582.5852,1427829.777
168,41042,0.800000012,-65.91591608,56.82896643,156874.0395,1423669.201
169,41043,8.529999733,-65.76566534,56.78829267,166163.1983,1419506.722
170,41045,0.286666662,-65.46621588,56.70637223,184734.6214,1411176.086
171,41046,1.00999999,-65.31701802,56.66512703,194016.8818,1407007.946
172,41064,8.92666626,-62.69191607,55.89111698,360702.1175,1331669.794
173,41071,17.17666626,-61.70214527,55.57451011,425320.7577,1302218.46
174,41072,13.46666622,-61.56217519,55.52859309,434542.6561,1298004.409
175,41073,6.03000021,-61.4225616,55.48250642,443762.2182,1293788.703
176,41074,6.769999981,-61.28330447,55.43625086,452979.4431,1289571.349
177,41076,3.939999819,-61.00585946,55.34323599,471406.8789,1281131.734
178,41077,15.17333317,-60.86767146,55.29647818,480617.0886,1276909.487
179,41079,8.843333244,-60.59236413,55.20246546,499030.4888,1268460.157
180,41080,1.236666679,-60.45524461,55.15521205,508233.6783,1264233.089
181,41081,1.893333316,-60.31848104,55.10779491,517434.5267,1260004.43
182,41082,8.100000381,-60.04602124,55.0124724,535829.1989,1251542.369
183,41084,5.416666508,-59.77498359,54.91650384,554214.5026,1243074.037
184,41086,13.66666698,-59.50536675,54.81989508,572590.4356,1234599.497
185,41087,2.876666784,-59.37109066,54.77135247,581774.8875,1230359.918
186,41088,9.479999542,-59.23716919,54.72265201,590956.9961,1226118.811
187,41089,5.193333149,-59.10360211,54.67379442,600136.7614,1221876.182
188,41094,25.86000061,-58.44107411,54.42717522,646000.435,1200640.493
189,41095,10.87333298,-58.30962814,54.37739021,655166.1392,1196388.899
190,41096,3.069999933,-57.78736655,54.17673707,691805.5251,1179367.923
191,41097,26.90333366,-57.65768011,54.12619912,700959.5147,1175109.067
192,41098,7.733333588,-57.52834458,54.07551273,710111.1621,1170848.78
193,41100,11.00666714,-57.2707248,53.97369755,728407.4315,1162323.947
194,41101,11.91333389,-56.38005349,53.61277397,792370.6489,1132443.07
195,41165,12.64666653,-122.0290123,57.25619963,-2923388.292,2615566.467
196,41212,0.186666667,-114.4018113,58.80405345,-2468873.938,2460059.815
197,41378,0.513333321,-68.74838546,57.44327972,-14845.9186,1488929.774
198,41380,0.286666662,-68.43641157,57.36905708,3807.978023,1480678.42
199,41383,9.136666298,-67.97098771,57.25619963,31771.95519,1468286.124
200,41384,0.723333359,-67.8165259,57.21817712,41088.77178,1464151.323
201,41385,9.136666298,-67.66240501,57.17995414,50403.32934,1460014.518
202,41389,0.723333359,-67.04934387,57.02507208,87638.91793,1443447.429
203,41393,0.286666662,-66.4417881,56.86704091,124838.1627,1426848.962
204,41394,0.723333359,-66.29076364,56.82704657,134132.2777,1422694.506
205,41396,9.136666298,-65.98975573,56.74647918,152713.6572,1414379.846
206,41397,8.529999733,-65.83977324,56.7059076,162000.9174,1410219.659
207,41400,10.6133337,-65.3919171,56.58305018,189848.9558,1397727.772
208,41417,1.00999999,-62.91374073,55.85536279,347263.0654,1326629.453
209,41422,12.35333347,-62.20428565,55.63148707,393434.022,1305621.375
210,41423,3.99000001,-62.06345731,55.58619169,402661.242,1301414.668
211,41424,0.75999999,-61.92298331,55.54072464,411886.1361,1297206.282
212,41425,9.136666298,-61.78286371,55.49508664,421108.7034,1292996.225
213,41426,0.286666662,-61.6430985,55.44927844,430328.943,1288784.506
214,41427,3.129999876,-61.5036877,55.40330077,439546.8543,1284571.132
215,41428,6.769999981,-61.36463129,55.35715437,448762.4365,1280356.113
216,41429,30.75333405,-61.22592924,55.31083998,457975.6889,1276139.454
217,41431,1.850000024,-60.94958808,55.21771018,476395.2018,1267701.255
218,41432,9.999999046,-60.81194884,55.17089625,485601.4611,1263479.729
219,41433,4.289999962,-60.67466374,55.12391726,494805.3882,1259256.597
220,41434,9.443333626,-60.53773268,55.07677397,504006.9826,1255031.866
221,41435,15.57333374,-60.40115555,55.0294671,513206.2438,1250805.544
222,41436,20.79333305,-60.26493225,54.98199739,522403.1715,1246577.639
223,41437,2.876666784,-60.12906264,54.93436557,531597.7653,1242348.159
224,41438,10.86666679,-59.99354658,54.88657238,540790.0247,1238117.111
225,41439,5.110000134,-59.7235745,54.79050478,559167.5394,1229650.345
226,41440,18.50666618,-59.58911814,54.74223183,568352.7941,1225414.642
227,41441,1.860000014,-59.45501465,54.69380044,577535.7134,1221177.402
228,41442,9.779999733,-59.32126383,54.64521131,586716.2972,1216938.634
229,41445,8.069999695,-58.92212521,54.49850484,614244.0341,1204213.235
230,41446,1.99333334,-58.78978285,54.44929207,623415.2746,1199968.43
231,41449,29.01000023,-58.3948637,54.30073205,650914.9807,1187225.1
232,41450,13.80666733,-58.00310054,54.15080463,678393.6654,1174468.561
233,41451,8.553333282,-57.87321273,54.10052831,687548.5562,1170213.481
234,41452,12.21666718,-57.74367435,54.05010293,696701.1119,1165956.963
235,41453,11.91333389,-57.61448505,53.99952921,705851.3329,1161699.015
236,41454,8.100000381,-57.48564449,53.94880785,714999.2193,1157439.644
237,41455,39.6166687,-57.3571523,53.89793958,724144.7715,1153178.857
238,41458,19.88999939,-56.97376229,53.74446038,751567.4266,1140388.078
239,41459,22.2966671,-56.71990387,53.64141935,769837.5328,1131853.949
240,41460,12.17666721,-56.59349393,53.58968449,778969.0882,1127584.823
241,41461,12.80666733,-56.46742961,53.53780767,788098.3123,1123314.333
242,41462,14.17000008,-56.34171048,53.4857896,797225.2059,1119042.485
243,41463,17.19333267,-56.2163361,53.43363098,806349.7695,1114769.288
244,41481,57.20999908,-129.1062962,55.09219173,-3399622.226,2760995.052
245,41743,9.136666298,-68.97284799,57.39568737,-28296.68172,1483721.971
246,41751,9.136666298,-67.73280119,57.09633263,46266.65446,1450702.088
247,41756,0.286666662,-66.96877482,56.90273164,92795.60372,1429999.621
248,41759,1.236666679,-66.51446297,56.78421591,120685.8077,1417554.669
249,41760,2.083333254,-66.3637131,56.74432252,129978.0009,1413402.491
250,41762,12.7966671,-66.06324757,56.66395791,148555.5619,1405092.393
251,41763,3.00999999,-65.91353289,56.62348815,157840.9255,1400934.489
252,41790,9.999999046,-62.0031404,55.4611488,407678.0754,1287983.386
253,41795,4.279999733,-61.30710038,55.23180746,453759.3781,1266928.182
254,41797,12.79333305,-61.03115048,55.13889617,472175.6466,1258494.637
255,41798,11.19333363,-60.89370383,55.09219173,481380.2955,1254275.439
256,41799,7.590000153,-60.7566093,55.0453224,490582.6202,1250054.635
257,41800,9.916666985,-60.48347624,54.95109199,508980.2945,1241608.241
258,41802,2.573333502,-60.21175048,54.8562108,527368.666,1233155.516
259,41803,1.850000024,-60.07641504,54.80852798,536559.3621,1228926.799
260,41804,1.530000091,-59.94143102,54.76068466,545747.7313,1224696.522
261,41805,5,-59.80679828,54.71268155,554933.7734,1220464.695
262,41806,3.353333473,-59.67251666,54.66451938,564117.488,1216231.323
263,41809,21.91000175,-59.27177658,54.51908582,591654.6651,1203522.022
264,41811,1.850000024,-59.00636848,54.42134812,610001.1426,1195041.576
265,41814,19.46666718,-58.61087966,54.27358304,637503.3966,1182309.691
266,41816,12.37666702,-58.34896633,54.17430903,655826.5911,1173814.379
267,41817,12.12333298,-58.21853259,54.12444499,664984.6961,1169564.528
268,41818,23.71666718,-58.08844709,54.07443055,674140.4731,1165313.225
269,41819,26.14999962,-57.9587095,54.02426642,683293.9223,1161060.477
270,41820,8.890000343,-57.8293195,53.97395332,692445.0439,1156806.29
271,41821,13.02000046,-57.70027678,53.92349197,701593.8381,1152550.673
272,41822,16.8433342,-57.57158099,53.87288306,710740.3051,1148293.633
273,41823,10.59333324,-57.44323179,53.82212732,719884.4454,1144035.176
274,41824,27.14333344,-57.31522881,53.77122545,729026.2591,1139775.312
275,41825,12.21666718,-57.18757169,53.72017816,738165.7466,1135514.046
276,41826,36.83333588,-56.93329352,53.61765015,756437.7448,1126987.34
277,41827,18.79999924,-56.80667169,53.56617084,765570.2563,1122721.914
278,41828,19.81999969,-56.68039417,53.51454893,774700.4433,1118455.116
279,41829,23.31333351,-56.55446054,53.46278512,783828.3064,1114186.953
280,41830,4.726666927,-56.42887038,53.41088013,792953.846,1109917.432
281,41832,22.97333336,-56.17871877,53.30664934,811197.9573,1101374.346
282,41833,9.333333969,-56.05415643,53.25432495,820316.5301,1097100.794
283,41834,7.143332958,-55.9299358,53.20186216,829432.7819,1092825.914
284,41835,6.296666622,-55.80605643,53.14926166,838546.7133,1088549.711
285,42117,8.413332939,-69.04048517,57.31126384,-32414.90069,1474393.629
286,42119,7.056666374,-68.7290765,57.23783282,-13764.72563,1466155.312
287,42123,1.236666679,-68.11025697,57.08853593,23508.86338,1449654.255
288,42124,0.723333359,-67.95638935,57.05070862,32821.66906,1445523.952
289,42125,9.136666298,-67.80285807,57.01268151,42132.2327,1441391.651
290,42126,4.106666565,-67.6496638,56.97445532,51440.5517,1437257.359
291,42128,1.236666679,-67.34428896,56.89740859,70050.44554,1428982.839
292,42129,0.723333359,-67.19210965,56.85858949,79352.01538,1424842.628
293,42131,0.723333359,-66.88877029,56.78036344,97948.38883,1416556.344
294,42135,4.106666565,-66.28618451,56.62158029,135114.006,1399960.569
295,42136,9.136666298,-66.13639386,56.5814031,144399.7453,1395806.839
296,42137,8.816666603,-65.98694652,56.54103481,153683.2143,1391651.211
297,42138,0.286666662,-65.83784295,56.50047616,162964.4111,1387493.694
298,42139,0.313333333,-65.6890836,56.45972785,172243.3336,1383334.296
299,42140,4.829999924,-65.54066892,56.41879064,181519.9799,1379173.026
300,42141,8.529999733,-65.39259929,56.37766525,190794.3481,1375009.891
301,42146,9.136666298,-64.65744053,56.16924122,237131.9533,1354166.54
302,42150,2.083333254,-64.07556084,55.99918948,274160.8534,1337459.145
303,42155,2.150000095,-63.35604925,55.78256122,320395.3382,1316534.87
304,42159,3.99000001,-62.78672637,55.606065,357341.5097,1299764.06
305,42164,0.286666662,-62.08294519,55.38152978,403472.3335,1278762.16
306,42165,1.576666713,-61.94323944,55.33610807,412691.5696,1274556.741
307,42166,4.086666584,-61.80388396,55.29051652,421908.494,1270349.662
308,42167,5.170000076,-61.66487877,55.24475585,431123.106,1266140.931
309,42169,1.236666679,-61.38791923,55.15273011,449545.3898,1257718.54
310,42170,15.17333317,-61.24996485,55.10646649,458753.0601,1253504.897
311,42171,15.0933342,-61.11236069,55.06003668,467958.4151,1249289.633
312,42172,3.949999809,-60.97510671,55.01344141,477161.4543,1245072.755
313,42173,9.583333969,-60.83820283,54.96668141,486362.177,1240854.272
314,42176,1.073333383,-60.42959105,54.82542028,513950.4413,1228189.267
315,42177,4.726666927,-60.29408675,54.77800863,523141.8932,1223964.44
316,42179,6.296666622,-60.02412684,54.68270275,541517.8403,1215510.092
317,42180,25.13666725,-59.88967095,54.63480998,550702.3348,1211280.588
318,42182,7.083333492,-59.62180653,54.53854838,569064.3643,1202816.956
319,42183,1.893333316,-59.48839764,54.49018101,578241.8989,1198582.844
320,42189,6.799999714,-58.69525785,54.19671004,633258.3736,1173146.503
321,42190,32.88000107,-58.56428466,54.14726046,642419.6634,1168901.906
322,42191,12.37666702,-58.17344572,53.99800419,669889.6086,1156159.335
323,42192,15.87333298,-58.04385866,53.94795196,679041.6161,1151908.91
324,42193,16.40333366,-57.91461739,53.89775085,688191.3033,1147657.048
325,42194,27.63333321,-57.78572158,53.84740157,697338.6704,1143403.754
326,42195,18.76333237,-57.65717091,53.79690482,706483.7179,1139149.037
327,42196,46.38999939,-57.52896504,53.74626132,715626.4457,1134892.904
328,42198,22.77666664,-57.27358631,53.64453688,733904.9443,1126376.418
329,42199,3.163333178,-57.14641271,53.59345735,743040.7156,1122116.08
330,42200,11.69333363,-57.01958247,53.54223388,752174.1687,1117854.355
331,42201,6.320000172,-56.8930952,53.49086718,761305.3042,1113591.251
332,42202,34.42000198,-56.76695051,53.43935794,770434.1224,1109326.773
333,42203,16.17666626,-56.64114799,53.38770687,779560.6238,1105060.931
334,42204,6.069999695,-56.51568723,53.33591467,788684.809,1100793.729
335,42205,4.556666851,-56.39056782,53.28398203,797806.6784,1096525.177
336,42206,7.54333353,-56.26578933,53.23190965,806926.2326,1092255.28
337,42207,10.47666645,-56.14135132,53.17969822,816043.4723,1087984.047
338,42208,14.04333401,-56.01725336,53.12734844,825158.3979,1083711.484
339,42209,0.880000055,-55.77007573,53.02223658,843381.3099,1075162.395
340,42492,0.723333359,-68.79699969,57.15357331,-17884.81804,1456833.471
341,42494,8.529999733,-68.48752954,57.07952048,752.382236,1448591.444
342,42496,1.090000033,-68.179387,57.00466123,19380.68077,1440341.332
343,42497,0.723333359,-68.02581542,56.96693098,28691.48499,1436213.266
344,42498,0.286666662,-67.87257792,56.92900127,38000.05561,1432083.203
345,42499,0.313333333,-67.71967518,56.89087281,47306.38999,1427951.153
346,42503,1.523333311,-67.11142482,56.73638584,84509.31449,1411403.246
347,42505,0.723333359,-66.80932462,56.65796855,103097.2947,1403117.585
348,42508,0.286666662,-66.35871839,56.5388916,130962.3604,1390674.648
349,42509,11.72333336,-66.20919683,56.49881524,140246.1989,1386523.183
350,42510,1.00999999,-66.06001637,56.45854807,149527.7754,1382369.822
351,42511,2.083333254,-65.91117746,56.41809081,158807.088,1378214.574
352,42512,9.136666298,-65.76268056,56.37744419,168084.1347,1374057.448
353,42514,8.843333244,-65.46671452,56.29558577,186631.4222,1365737.59
354,42527,0.900000036,-63.57652517,55.74551671,306966.691,1311480.664
355,42531,3.129999876,-63.00670242,55.57014866,343915.1454,1294725.965
356,42535,3.99000001,-62.44244195,55.39198429,380826.8513,1277943.813
357,42536,0.900000036,-62.30224678,55.34701175,390049.0278,1273744.045
358,42538,0.723333359,-62.02290088,55.25655403,408486.4741,1265339.491
359,42539,2.893333435,-61.88375024,55.21107031,417701.7421,1261134.72
360,42541,9.020000458,-61.6064937,55.11959679,436125.3639,1252720.23
361,42542,0.99666667,-61.46838782,55.07360845,445333.7161,1248510.527
362,42543,1.553333402,-61.33063017,55.02745335,454539.7615,1244299.195
363,42544,20.31666565,-61.19322074,54.98113223,463743.4996,1240086.242
364,42545,16.7733326,-61.05615947,54.93464581,472944.9296,1235871.677
365,42546,7.770000458,-60.91944633,54.88799482,482144.0509,1231655.506
366,42547,22.06666756,-60.78308123,54.84117997,491340.863,1227437.739
367,42549,12.24666691,-60.51139486,54.74706163,509727.5576,1218997.443
368,42550,22.06666756,-60.37607339,54.69975958,518917.4392,1214774.93
369,42551,1.850000024,-60.24109959,54.65229658,528105.0097,1210550.851
370,42553,3.213333368,-59.97219445,54.5568906,546473.216,1202098.025
371,42555,10.87333298,-59.70467828,54.46084945,564832.1739,1193639.026
372,42562,13.65666676,-58.64847376,54.07044812,638175.4896,1159742.51
373,42563,12.69333363,-58.38787875,53.97131721,656488.1861,1151253.552
374,42564,10.33666706,-58.25809825,53.92152609,665641.0646,1147006.89
375,42565,5.193333149,-58.12866203,53.87158547,674791.63,1142758.782
376,42566,11.32666683,-57.9995698,53.82149606,683939.8827,1138509.236
377,42567,8.406666756,-57.87082124,53.77125856,693085.8226,1134258.258
378,42568,5,-57.74241603,53.72087369,702229.4501,1130005.857
379,42569,16.8433342,-57.61435385,53.67034214,711370.7653,1125752.04
380,42570,34.67666626,-57.48663436,53.61966463,720509.7687,1121496.813
381,42571,27.14333344,-57.3592572,53.56884185,729646.4604,1117240.185
382,42572,7.433333397,-57.10552846,53.4667633,747912.9104,1108722.751
383,42573,11.69333363,-56.97917614,53.41550892,757042.6694,1104461.96
384,42574,15.08666706,-56.85316467,53.36411208,766170.1183,1100199.796
385,42575,17.63666725,-56.72749367,53.31257348,775295.2576,1095936.267
386,42576,30.03000069,-56.60216274,53.2608938,784418.0877,1091671.378
387,42577,25.8433342,-56.47717146,53.20907374,793538.6092,1087405.137
388,42578,30.5233326,-56.35251941,53.15711399,802656.8226,1083137.552
389,42579,3.069999933,-56.22820618,53.10501526,811772.7284,1078868.63
