FID,ANNEE,SUPER_HA,Ia,NIVEAU,Longitude,Latitude,X,Y,RastX,RastY
22634,2012,8.417640431,1,Léger,-72.95862538,46.49814766,1675679.729,13688.75847,-341710.3292,288749.6834
22635,2012,1.724957114,1,Léger,-72.84494691,46.56020717,1681591.753,23242.2148,-332590.6484,295092.5287
22636,2012,10.2030979,1,Léger,-72.84275928,46.56080286,1681728.189,23362.92654,-332419.3898,295148.3882
22637,2012,2.449062619,1,Léger,-73.00891455,46.59671178,1668259.197,22779.04333,-344870.2737,299914.2723
22638,2012,15.22093696,1,Léger,-73.01161154,46.59680526,1668059.26,22718.18352,-345075.631,299937.6318
22639,2012,14.94417252,1,Léger,-73.01157883,46.61539468,1667354.437,24682.62949,-344943.0909,301997.3862
22640,2012,5.517233219,1,Léger,-72.78483462,46.63212277,1683204.468,32420.4107,-327516.9661,302785.7945
22641,2012,12.63795425,1,Léger,-73.01472626,46.65002934,1665808.075,28258.22575,-344940.9605,305850.2817
22642,2012,4.115571245,1,Léger,-73.01283371,46.65096426,1665910.166,28406.53242,-344790.0039,305944.7509
22643,2012,5.824864891,1,Léger,-72.80696762,46.68886651,1679418.645,37820.42916,-328827.761,309175.7075
22644,2012,9.981369642,1,Léger,-79.02406337,46.75498893,1219057.249,-96849.25485,-800004.4107,365550.4791
22645,2012,4.111775263,2,Modéré,-79.12779934,46.76821104,1210940.77,-97393.57317,-807615.1274,368167.3963
22646,2012,0.042860502,1,Léger,-79.09308292,46.7703461,1213474.727,-96499.83873,-804961.3733,368010.6316
22647,2012,8.404202367,2,Modéré,-79.12175306,46.770404,1211331.654,-97040.03259,-807123.0499,368339.923
22648,2012,0.641859846,1,Léger,-79.09728397,46.7721143,1213089.463,-96387.76415,-805180.7056,368147.7406
22649,2012,19.7485408,2,Modéré,-79.1250418,46.7708089,1211074.773,-97058.64274,-807364.4664,368421.4682
22650,2012,4.822606228,1,Léger,-79.11885245,46.77230971,1211495.493,-96777.60811,-806872.9816,368516.4223
22651,2012,13.68495541,1,Léger,-79.11384541,46.77373292,1211830.013,-96527.50416,-806471.9728,368616.224
22652,2012,0.855648995,1,Léger,-79.11477277,46.77581313,1211703.071,-96319.03173,-806507.791,368855.0411
22653,2012,0.5393002,1,Léger,-79.11552076,46.77598914,1211642.326,-96314.14706,-806561.3182,368882.7937
22654,2012,42.62531496,1,Léger,-79.09272619,46.77369477,1213408.392,-96129.03055,-804879.6425,368374.2535
22655,2012,0.057882607,1,Léger,-79.12077866,46.77867133,1211175.283,-96122.70054,-806913.8489,369236.5218
22656,2012,0.970745613,1,Léger,-79.11866961,46.77884033,1211328.108,-96064.16748,-806752.0184,369231.2934
22657,2012,0.907324829,1,Léger,-79.11854786,46.77842881,1211420.084,-96106.58464,-806732.325,369127.1283
22658,2012,9.864694211,1,Léger,-79.11798172,46.7768167,1211435.593,-96271.06176,-806733.3401,369001.3785
22659,2012,0.169384283,1,Léger,-79.12087342,46.78027837,1211123.663,-95949.80261,-806894.6177,369414.0084
22660,2012,0.043628582,1,Léger,-79.13298091,46.79666138,1209765.706,-94399.21865,-807538.4682,371349.0429
22661,2012,0.100853942,1,Léger,-79.1324602,46.79698894,1209795.512,-94353.70888,-807493.829,371379.1208
22662,2012,11.76330515,1,Léger,-79.12965153,46.79668707,1210013.553,-94333.09443,-807287.0512,371314.2979
22663,2012,6.338885598,1,Léger,-79.14864981,46.83338591,1207579.868,-90704.8676,-808115.3499,375557.1032
22664,2012,0.013165724,2,Modéré,-79.1445301,46.84176221,1207655.408,-89716.18446,-807667.2422,376429.9943
22665,2012,0.034552118,2,Modéré,-79.14556356,46.84179161,1207577.517,-89732.60992,-807744.5943,376444.8861
22666,2012,0.168574314,2,Modéré,-79.1470306,46.84209217,1207459.786,-89727.79127,-807850.1398,376494.4368
22667,2012,0.057284418,2,Modéré,-79.14185174,46.84241703,1207837.043,-89594.15365,-807454.7505,376471.6438
22668,2012,0.074490738,2,Modéré,-79.1581489,46.84303996,1206604.333,-89835.75899,-808671.895,376724.0456
22669,2012,0.000447435,2,Modéré,-79.1577315,46.84318337,1206631.5,-89812.2516,-808638.0976,376735.07
22670,2012,0.047258614,2,Modéré,-79.1488659,46.84255099,1207310.212,-89712.75839,-807980.8154,376565.518
22671,2012,0.195630383,2,Modéré,-79.15225371,46.84378611,1207023.38,-89642.80298,-808215.6332,376739.3429
22672,2012,0.333948243,2,Modéré,-79.16868425,46.84397479,1205792.719,-89933.92993,-809449.9096,376945.7632
22673,2012,0.003220893,2,Modéré,-79.17481534,46.84428255,1205326.921,-90016.68042,-809906.5544,377048.9135
22674,2012,0.113627928,2,Modéré,-79.16868611,46.84432433,1205782.923,-89895.96937,-809444.2872,376984.1483
22675,2012,0.145549575,2,Modéré,-79.17354813,46.84371956,1205436.988,-90053.86525,-809820.4097,376972.7817
22676,2012,0.009372764,2,Modéré,-79.17559129,46.84503925,1205248.149,-89949.12647,-809952.5056,377140.7473
22677,2012,1.461459246,2,Modéré,-79.15869479,46.84481001,1206514.674,-89653.70974,-808683.8612,376924.4988
22678,2012,1.390165726,2,Modéré,-79.16028679,46.8448035,1206396.133,-89684.61219,-808803.8487,376941.7732
22679,2012,0.00138971,2,Modéré,-79.17646035,46.84658596,1205140.616,-89797.45859,-809992.4344,377320.3415
22680,2012,3.828794733,2,Modéré,-79.16960004,46.8462715,1205660.964,-89701.62801,-809481.0091,377208.2032
22681,2012,1.429485703,2,Modéré,-79.16896084,46.84647011,1205728.43,-89667.92215,-809419.8262,377263.9102
22682,2012,0.166610751,2,Modéré,-79.17649688,46.84705096,1205125.051,-89747.60287,-809987.5141,377371.7908
22683,2012,2.233155134,2,Modéré,-79.17706212,46.84604548,1205110.662,-89867.6145,-810046.6646,377267.8314
22684,2012,19.12145463,2,Modéré,-79.16798703,46.84373018,1205851.5,-89947.28632,-809401.4148,376911.0362
22685,2012,10.6107557,2,Modéré,-79.16644503,46.84452733,1205944.469,-89831.39438,-809272.1591,376981.0981
22686,2012,0.018391429,2,Modéré,-79.17593896,46.84925366,1205105.833,-89497.58994,-809909.1644,377607.2306
22687,2012,6.957735326,2,Modéré,-79.16812505,46.84563813,1205788.475,-89742.50528,-809380.3689,377122.011
22688,2012,4.005629657,2,Modéré,-79.17764268,46.84922299,1204979.619,-89533.20241,-810037.9584,377623.1475
22689,2012,0.381433213,2,Modéré,-79.17854563,46.85017765,1204885.916,-89446.53151,-810090.1984,377738.1466
22690,2012,1.431188733,2,Modéré,-79.17665122,46.85002903,1205031.303,-89426.80038,-809950.005,377700.3902
22691,2012,0.974465281,2,Modéré,-79.17934345,46.84850809,1204928.053,-89643.1389,-810200.5482,377661.7
22692,2012,0.838415564,2,Modéré,-79.17826872,46.85147702,1204870.691,-89300.03849,-810047.9074,377877.6223
22693,2012,0.102219081,2,Modéré,-79.18246389,46.85192876,1204545.361,-89330.39002,-810356.3268,377974.6987
22694,2012,0.214046121,2,Modéré,-79.17942936,46.85215589,1204765.392,-89248.22862,-810124.0957,377965.2677
22695,2012,4.35268141,2,Modéré,-79.17991621,46.85117754,1204756.097,-89363.80056,-810176.8972,377863.403
22696,2012,0.096064146,2,Modéré,-79.18177229,46.85184386,1204599.281,-89326.52109,-810305.6548,377957.5498
22697,2012,0.00074954,2,Modéré,-79.18248209,46.85259074,1204525.73,-89258.77429,-810346.7704,378047.5581
22698,2012,7.603352002,2,Modéré,-79.18133345,46.84977503,1204689.129,-89543.1062,-810306.7528,377725.517
22699,2012,0.30574426,2,Modéré,-79.18406263,46.85237133,1204413.917,-89312.55497,-810469.3967,378041.3771
22700,2012,1.164396683,2,Modéré,-79.18137079,46.85258506,1204608.762,-89238.34551,-810263.1904,378034.3513
22701,2012,0.360428508,2,Modéré,-79.18394086,46.85293166,1204407.532,-89249.33863,-810450.9775,378101.4944
22702,2012,0.116826793,2,Modéré,-79.18398102,46.85329871,1204394.406,-89210.19889,-810447.9421,378142.2335
22703,2012,6.215034452,2,Modéré,-79.17688341,46.85132928,1204939.442,-89289.86244,-809896.9644,377894.8315
22704,2012,12.2932786,2,Modéré,-79.17189603,46.84788441,1205008.565,-89569.80671,-809449.1441,377069.7856
22705,2012,0.846945193,2,Modéré,-79.18256944,46.85367915,1204489.172,-89142.1133,-810335.3816,378168.0019
22706,2012,0.517000539,2,Modéré,-79.18314063,46.85430962,1204429.173,-89084.39411,-810367.9797,378243.6655
22707,2012,0.243059016,2,Modéré,-79.18260198,46.85442521,1204466.151,-89061.63017,-810325.5166,378250.251
22708,2012,0.057676669,2,Modéré,-79.13864698,46.85971235,1207597.336,-87653.52538,-806929.0594,378333.855
22709,2012,0.686892129,1,Léger,-72.77187066,46.85894558,1675432.22,56675.9374,-325025.0491,327860.2838
22710,2012,8.120838665,1,Léger,-72.77412303,46.85910622,1675263.248,56633.53868,-325195.1524,327888.3136
22711,2012,0.022302483,2,Modéré,-79.14140523,46.86140467,1207344.875,-87521.9607,-807108.8979,378550.7102
22712,2012,3.684581791,1,Léger,-72.77738271,46.86089991,1674958.767,56736.70201,-325430.9794,328101.8495
22713,2012,13.69667541,2,Modéré,-79.14131185,46.86267086,1207316.801,-87382.57732,-807081.0449,378688.6306
22714,2012,237.9861283,2,Modéré,-79.16627222,46.85371311,1205703.541,-88829.70015,-809107.7653,377987.2859
22715,2012,397.023924,2,Modéré,-79.14827177,46.85614077,1206978.646,-88224.56284,-807712.4733,378050.2853
22716,2012,12.11440099,1,Léger,-79.10279788,46.87484831,1209849.835,-85327.43461,-803981.9268,379591.7201
22717,2012,0.196548435,2,Modéré,-79.24924409,46.88543137,1198643.562,-86949.81255,-814827.711,382409.6224
22718,2012,61.20952521,2,Modéré,-79.14414733,46.87956958,1206637.885,-85599.8731,-807016.583,380575.3486
22719,2012,1.3331355,2,Modéré,-79.25018547,46.88781019,1198508.012,-86708.93054,-814859.0225,382681.3691
22720,2012,0.404993419,2,Modéré,-79.25118345,46.88851017,1198414.39,-86651.6332,-814922.4718,382769.5427
22721,2012,1.517435113,2,Modéré,-79.25089837,46.88930055,1198413.916,-86560.33291,-814887.8971,382853.0245
22722,2012,0.282269808,2,Modéré,-79.25017839,46.88954142,1198460.959,-86520.58152,-814829.7348,382871.2554
22723,2012,0.943545602,2,Modéré,-79.24670942,46.8887956,1198740.009,-86536.29945,-814581.1627,382749.9197
22724,2012,3.845767999,2,Modéré,-79.24600363,46.88892701,1198789.001,-86508.70952,-814525.8855,382756.3069
22725,2012,4.258296262,2,Modéré,-79.24739318,46.8887349,1198690.716,-86555.78508,-814633.6081,382751.0422
22726,2012,7.393063106,2,Modéré,-79.24882255,46.88771268,1198612.277,-86693.85519,-814758.113,382655.1466
22727,2012,1.869060277,2,Modéré,-79.25185474,46.89079551,1198301.553,-86415.82325,-814935.0063,383027.955
22728,2012,2.549174696,2,Modéré,-79.25030088,46.89060758,1198422.528,-86406.97976,-814821.2406,382989.6389
22729,2012,2.830813772,2,Modéré,-79.24936341,46.89107431,1198479.57,-86338.57455,-814742.9681,383030.1789
22730,2012,2.398721496,2,Modéré,-79.25260046,46.89197609,1198213.531,-86301.52133,-814971.4894,383165.9917
22731,2012,0.066767787,1,Léger,-79.15577469,46.89370487,1205380.638,-84284.14988,-807658.8848,382257.9395
22732,2012,28.81384699,1,Léger,-79.1674229,46.89079953,1204593.097,-84820.57571,-808583.1293,382070.624
22733,2012,30.27349031,1,Léger,-79.15245755,46.89214123,1205671.002,-84391.20525,-807435.0456,382048.893
22734,2012,64.80588604,2,Modéré,-79.23585365,46.89237811,1199450.522,-85942.18263,-813705.0968,383019.5352
22735,2012,0.123419218,2,Modéré,-79.26798662,46.90039268,1196835.728,-85676.15883,-815988.8215,384264.8452
22736,2012,0.597737265,2,Modéré,-79.26519842,46.90001465,1197053.88,-85664.79041,-815785.4182,384191.5761
22737,2012,0.110494024,1,Léger,-72.84701459,46.90033906,1668415.359,59063.05039,-330456.5099,332790.0016
22738,2012,1.264345476,2,Modéré,-79.26648744,46.90041578,1196946.811,-85645.43762,-815875.6891,384250.2854
22739,2012,0.238351669,2,Modéré,-79.26971912,46.90106637,1196688.131,-85635.51317,-816107.907,384358.5206
22740,2012,0.45365498,2,Modéré,-79.27077578,46.90181358,1196588.882,-85574.15495,-816174.9385,384452.5577
22741,2012,11.4788611,1,Léger,-72.84482768,46.90047632,1668568.097,59134.88411,-330289.541,332795.1098
22742,2012,0.231301227,2,Modéré,-79.26917474,46.90201409,1196702.683,-85522.23474,-816051.1982,384456.2988
22743,2012,0.200846464,2,Modéré,-79.27128122,46.90372541,1196498.745,-85375.80861,-816181.1342,384668.0923
22744,2012,6.05401776,2,Modéré,-79.27019808,46.90230818,1196618.362,-85509.51532,-816123.2579,384500.2343
22745,2012,0.108395064,2,Modéré,-79.27262252,46.90494616,1196365.297,-85268.3182,-816261.6835,384817.3344
22746,2012,0.31621201,2,Modéré,-79.27263275,46.90536887,1196352.933,-85222.5534,-816255.4177,384863.8317
22747,2012,22.84217695,2,Modéré,-79.26755558,46.90291278,1196798.687,-85394.06743,-815914.4645,384536.4349
22748,2012,0.376954028,2,Modéré,-79.24720277,46.90943983,1198135.769,-84301.32315,-814275.4882,385020.795
22749,2012,0.319203349,2,Modéré,-79.24575079,46.90981393,1198233.652,-84233.3046,-814160.0951,385045.3228
22750,2012,0.163771429,2,Modéré,-79.24665614,46.91039455,1198150.247,-84187.24136,-814218.5325,385119.3338
22751,2012,0.034330537,2,Modéré,-79.24391125,46.9116038,1198321.484,-84004.08023,-813992.0584,385220.7928
22752,2012,14.56908099,2,Modéré,-79.25124754,46.90694387,1197903.074,-84648.877,-814621.0743,384792.9171
22753,2012,8.296925684,1,Léger,-79.27750654,46.91142663,1195823.583,-84655.60833,-816521.0471,385584.0899
22754,2012,3.047761028,2,Modéré,-79.25048219,46.90703179,1197957.674,-84624.9009,-814562.063,384793.8563
22755,2012,16.99022873,2,Modéré,-79.2498228,46.90761859,1197990.665,-84548.68484,-814502.736,384850.7451
22756,2012,2.326606112,2,Modéré,-79.25109405,46.91353521,1197733.336,-83929.41338,-814500.0696,385514.4482
22757,2012,30.76540648,2,Modéré,-79.2476741,46.90985819,1198089.17,-84264.75486,-814303.983,385072.0366
22758,2012,175.0286629,2,Modéré,-79.25845635,46.90533533,1197410.168,-84959.46394,-815189.9014,384698.5275
22759,2012,8.564660467,2,Modéré,-79.26015532,46.91531697,1197009.402,-83906.29765,-815151.7515,385813.1273
22760,2012,92.09456148,1,Léger,-79.27354632,46.91950415,1195896.945,-83703.03454,-816088.873,386425.1493
22761,2012,76.08137731,2,Modéré,-79.27494694,46.9275481,1195571.904,-82854.85264,-816060.2547,387323.7126
22762,2012,4.910535063,2,Modéré,-79.2669592,46.93057414,1196083.742,-82375.71824,-815409.5005,387564.659
22763,2012,42.09840268,2,Modéré,-79.28362433,46.92677767,1194946.743,-83101.67494,-816725.3351,387338.189
22764,2012,6.975529577,3,Grave,-79.27391752,46.93249654,1195512.811,-82297.55443,-815900.4962,387854.8966
22765,2012,1.915368062,3,Grave,-79.2696592,46.93372644,1195796.158,-82083.8079,-815559.9878,387941.2941
22766,2012,1.211306575,3,Grave,-79.27315479,46.93707043,1195444.109,-81786.00442,-815767.0425,388348.0279
22767,2012,0.730492835,3,Grave,-79.27243326,46.9385227,1195457.982,-81614.57551,-815688.6509,388499.1383
22768,2012,41.58347522,3,Grave,-79.27993055,46.93548413,1194983.115,-82085.77615,-816302.643,388251.2468
22769,2012,0.081633484,3,Grave,-79.27191762,46.94159011,1195412.199,-81271.44336,-815598.8567,388829.8041
22770,2012,260.3051055,2,Modéré,-79.29187692,46.93479855,1194112.31,-82384.71429,-817211.8703,388312.355
22771,2012,20.63564501,3,Grave,-79.2713103,46.94363754,1195401.21,-81037.51264,-815519.1794,389047.4909
22772,2012,0.049614232,3,Grave,-79.26749126,46.9524459,1195443.769,-80008.23207,-815085.6679,389970.4088
22773,2012,0.799885652,3,Grave,-79.26604178,46.95167052,1195572.937,-80065.26911,-814989.6695,389868.8298
22774,2012,94.36573477,2,Modéré,-79.28157394,46.94848918,1194504.076,-80702.91035,-816209.5423,389696.8164
22775,2012,27.16218476,1,Léger,-79.24191954,46.9501211,1197410.881,-79779.91919,-813203.0787,389424.4032
22776,2012,2.452683302,3,Grave,-79.26696117,46.95316325,1195463.535,-79920.29674,-815033.9113,390043.0738
22777,2012,84.10962849,3,Grave,-79.27548279,46.94353889,1195093.276,-81126.66679,-815834.3572,389084.2156
22778,2012,0.016969597,1,Léger,-79.2416444,46.95475745,1197303.896,-79270.8326,-813105.4692,389929.9815
22779,2012,24.59089737,2,Modéré,-79.28912342,46.95296416,1193819.419,-80358.18998,-816702.1459,390273.9051
22780,2012,182.8055504,1,Léger,-79.21747214,46.95032333,1199224.63,-79297.40456,-811362.9511,389169.0984
22781,2012,17.86104239,1,Léger,-79.24462114,46.95702106,1197020.158,-79080.85671,-813291.5301,390212.1572
22782,2012,0.018911651,1,Léger,-79.23487977,46.96332148,1197571.77,-78212.7388,-812455.2321,390792.7909
22783,2012,0.025583156,1,Léger,-79.2344934,46.96379325,1197587.541,-78154.19308,-812418.3867,390840.1676
22784,2012,0.065361529,1,Léger,-79.23450627,46.96458307,1197564.862,-78068.60068,-812406.2557,390926.9722
22785,2012,1.439201876,3,Grave,-79.31971045,46.96465323,1191222.749,-79660.9355,-818804.4676,391905.7845
22786,2012,211.5933868,2,Modéré,-79.30594603,46.95184626,1192069.253,-80795.47239,-817350.5354,389347.3428
22787,2012,0.037103899,1,Léger,-79.23255823,46.97076025,1197539.889,-77360.62034,-812157.5126,391582.6155
22788,2012,110.4175051,2,Modéré,-79.30045593,46.96389558,1192676.47,-79382.50446,-817371.0644,391602.523
22789,2012,0.574119939,2,Modéré,-79.30651249,46.97087328,1192034.674,-78737.50246,-817709.4568,392437.2161
22790,2012,0.035113385,1,Léger,-79.23256375,46.97140895,1197521.636,-77290.22736,-812147.1715,391653.8537
22791,2012,44.69218634,2,Modéré,-79.29364735,46.96915944,1193038.896,-78682.59362,-816771.9523,392102.2812
22792,2012,51.96568923,2,Modéré,-79.3143864,46.96559584,1191593.161,-79458.77054,-818388.9155,391948.2712
22793,2012,16.65373366,2,Modéré,-79.31477394,46.96982182,1191448.699,-79006.61469,-818347.3988,392416.2952
22794,2012,165.9076207,1,Léger,-79.22752442,46.96183966,1198333.472,-78235.39808,-812023.9009,390065.023
22795,2012,0.338881892,1,Léger,-79.20954548,46.98011539,1198994.009,-75910.50135,-810274.3414,392348.194
22796,2012,88.99876962,1,Léger,-79.20709309,46.9744063,1199333.671,-76484.62076,-810184.6043,391693.9964
22797,2012,107.0767569,3,Grave,-79.31836663,46.97435488,1191057.335,-78581.14483,-818541.4356,392954.6405
22798,2012,0.403814436,1,Léger,-79.21705467,46.98566802,1198282.715,-75448.66628,-810746.2977,393042.4867
22799,2012,91.50159406,1,Léger,-79.18522642,46.9788003,1200838.725,-75594.63627,-808469.7824,391928.8135
22800,2012,0.186242202,1,Léger,-79.20915525,46.98677826,1198839.511,-75179.17725,-810134.8079,393074.8402
22801,2012,4.806591816,1,Léger,-79.22679956,46.98641435,1197537.556,-75551.10077,-811465.6069,393234.8254
22802,2012,212.4887651,1,Léger,-79.23110856,46.97325329,1197578.992,-77062.69352,-812007.5216,391839.5435
22803,2012,0.238379435,1,Léger,-79.20154944,46.99020438,1199310.614,-74663.53665,-809507.0929,393364.6893
22804,2012,54.77843567,1,Léger,-79.20155792,46.9858566,1199429.794,-75136.09857,-809579.6073,392887.727
22805,2012,0.189588165,1,Léger,-79.20069911,46.99094675,1199353.374,-74566.84509,-809430.9794,393436.525
22806,2012,66.69626388,2,Modéré,-79.32115061,46.98335141,1190604.109,-77655.27595,-818600.0829,393973.3849
22807,2012,0.969638362,1,Léger,-79.1980475,46.99125525,1199542.002,-74483.32381,-809226.8021,393440.3858
22808,2012,0.175621284,1,Léger,-79.19893934,46.99191104,1199457.626,-74428.89141,-809282.9209,393522.4269
22809,2012,0.120828422,1,Léger,-79.1978024,46.99230922,1199531.174,-74364.18953,-809190.9825,393553.2591
22810,2012,74.37696585,1,Léger,-79.29058277,46.98746598,1192765.234,-76635.32073,-816236.6769,394075.5876
22811,2012,8.313118043,1,Léger,-79.21175586,46.9924525,1198489.886,-74611.65405,-810236.1739,393726.8645
22812,2012,0.240504372,1,Léger,-79.20954229,46.99472884,1198591.759,-74322.61028,-810032.3309,393951.5657
22813,2012,8.744906222,1,Léger,-79.22612093,46.99329511,1197398.703,-74790.64894,-811300.6424,393982.0682
22814,2012,20.42181143,1,Léger,-79.20206724,46.99432252,1199158.646,-74225.86768,-809477.8848,393822.3955
22815,2012,25.18837064,1,Léger,-79.21465439,46.99157399,1198298.565,-74761.73869,-810468.3386,393663.2903
22816,2012,30.87861485,1,Léger,-79.21775412,46.99304831,1198027.524,-74659.92672,-810676.6366,393860.1672
22817,2012,108.594731,1,Léger,-79.32694145,46.99190051,1189939.604,-76834.32429,-818891.795,394977.4099
22818,2012,4.211790763,1,Léger,-79.29070798,46.9994465,1192427.629,-75335.49767,-816046.3589,395391.3185
22819,2012,0.118542231,1,Léger,-79.27765857,47.00502736,1193244.858,-74484.24263,-814974.0631,395854.8333
22820,2012,0.090272986,1,Léger,-79.27945434,47.00708833,1193054.842,-74293.94904,-815074.5078,396101.3784
22821,2012,28.90191599,1,Léger,-79.33297531,47.00414642,1189156.096,-75615.96516,-819139.7632,396389.7767
22822,2012,22.57794265,1,Léger,-79.27610638,47.00772852,1193286.17,-74161.57873,-814812.6178,396133.4764
22823,2012,1.764227288,1,Léger,-79.28195972,47.0090664,1192814.36,-74125.96856,-815229.5699,396346.9136
22824,2012,0.127521111,1,Léger,-79.27845027,47.01037845,1193039.262,-73917.55986,-814944.383,396450.8738
22825,2012,0.778641754,1,Léger,-79.27730482,47.01085743,1193111.272,-73844.02083,-814850.4587,396490.3752
22826,2012,10.52238662,1,Léger,-79.2833373,47.00867906,1192722.575,-74193.90211,-815339.3916,396320.1121
22827,2012,0.104577747,1,Léger,-79.2880831,47.0138181,1192228.938,-73724.36915,-815609.8659,396937.9503
22828,2012,99.11873716,1,Léger,-79.23220793,47.00395723,1196083.822,-73746.74524,-811620.8504,394431.4464
22829,2012,3.162841299,1,Léger,-79.24185014,47.01293688,1195689.378,-72952.28565,-812155.4951,396315.449
22830,2012,0.391967559,1,Léger,-79.2031939,47.01399334,1198532.935,-72109.9639,-809237.2243,395993.4253
22831,2012,11.55374871,1,Léger,-79.20285596,47.00904821,1198694.285,-72640.86408,-809293.6339,395447.0168
22832,2012,11.023464,1,Léger,-79.20117983,47.00956359,1198804.647,-72553.28254,-809159.3171,395484.6088
22833,2012,0.007512249,1,Léger,-79.28422042,47.01820618,1192395.769,-73175.08555,-815246.9534,397375.3003
22834,2012,0.036701533,1,Léger,-79.28005561,47.02281329,1192578.986,-72596.33919,-814857.7791,397833.2596
22835,2012,137.6053334,1,Léger,-79.2013943,47.01823853,1198549.698,-71614.86815,-809031.9935,396438.8432
22836,2012,48.09431322,1,Léger,-79.26842147,47.0205707,1193505.033,-72621.84402,-814022.3507,397454.8297
22837,2012,3.990874062,1,Léger,-79.26203873,47.02538086,1193847.355,-71979.34743,-813463.5021,397909.9396
22838,2012,2.74626493,1,Léger,-79.29392339,47.02910362,1191376.083,-72172.64151,-815793.2032,398681.2918
22839,2012,3.066389751,1,Léger,-79.27488495,47.02895845,1192794.698,-71831.61695,-814367.6125,398448.5053
22840,2012,1.257741376,1,Léger,-79.27542854,47.03307049,1192641.531,-71394.96729,-814339.9452,398905.7859
22841,2012,0.016666865,1,Léger,-79.22761883,47.03541208,1196128.772,-70242.78364,-810715.1506,398619.8134
22842,2012,222.0166415,3,Grave,-79.338764,47.02375809,1188189.885,-73592.49249,-819245.8179,398607.1269
22843,2012,160.1860904,1,Léger,-79.28759641,47.01553968,1192217.92,-73528.38391,-815544.746,397121.0972
22844,2012,0.012133769,1,Léger,-79.28040477,47.0371517,1192159.932,-71044.77515,-814645.2096,399410.1234
22845,2012,41.68886343,1,Léger,-79.27753272,47.02966396,1192578.628,-71804.63117,-814554.4737,398556.0103
22846,2012,120.8033018,1,Léger,-79.29078578,47.02401063,1191748.689,-72667.45811,-815642.8561,398086.7892
22847,2012,35.24286373,1,Léger,-79.21127331,47.03449492,1197368.067,-70034.89123,-809504.2998,398334.1417
22848,2012,1.182869691,1,Léger,-79.27872298,47.03820509,1192255.987,-70898.78848,-814501.5472,399506.5323
22849,2012,4.097915077,1,Léger,-79.27634707,47.03551098,1192506.367,-71147.00871,-814368.2145,399183.9471
22850,2012,157.8420398,3,Grave,-79.3527672,47.03038486,1186968.128,-73133.54845,-820185.0298,399494.4471
22851,2012,2.713823808,1,Léger,-79.28163838,47.03873638,1192024.849,-70895.69925,-814711.3326,399597.9994
22852,2012,8.530090793,1,Léger,-79.27512234,47.03749399,1192542.967,-70908.56774,-814243.3589,399387.5432
22853,2012,0.644809474,1,Léger,-79.276472,47.0395692,1192385.797,-70708.3664,-814310.0312,399630.5527
22854,2012,123.4877705,1,Léger,-79.19617774,47.03337586,1198520.034,-69872.17425,-808390.4889,398040.7111
22855,2012,3.515775846,1,Léger,-79.28150435,47.04025897,1191993.063,-70727.73712,-814675.9271,399763.4968
22856,2012,2.557970744,1,Léger,-79.27451163,47.04081971,1192497.124,-70535.73445,-814142.2076,399745.4239
22857,2012,0.919107397,2,Modéré,-79.34258507,47.04117466,1187430.204,-71770.70079,-819240.7217,400561.2575
22858,2012,0.365368657,3,Grave,-79.341903,47.04318302,1187426.033,-71539.68201,-819155.9496,400773.7291
22859,2012,14.72590182,1,Léger,-79.27788759,47.04120714,1192235.73,-70556.92719,-814388.9223,399826.3349
22860,2012,0.668487766,3,Grave,-79.26812028,47.04430803,1192876.167,-70036.85801,-813604.8971,400055.3931
22861,2012,0.01025293,1,Léger,-79.23595037,47.04504813,1195245.021,-69352.52956,-811180.2584,399771.3718
22862,2012,4.548784828,1,Léger,-79.27885793,47.04412681,1192083.602,-70257.85591,-814413.0747,400157.6579
22863,2012,0.017357078,1,Léger,-79.23605174,47.04537595,1195228.481,-69318.81989,-811182.4242,399808.4845
22864,2012,0.020902685,1,Léger,-79.23737074,47.04605407,1195111.889,-69269.9322,-811270.0876,399897.8305
22865,2012,17.14375651,1,Léger,-79.28251502,47.04320717,1191837.172,-70426.3254,-814702.6174,400098.4009
22866,2012,0.03745285,1,Léger,-79.2364443,47.04688248,1195157.915,-69162.52613,-811186.877,399978.208
22867,2012,5.132716193,3,Grave,-79.27010719,47.04471193,1192717.512,-70030.23829,-813747.1701,400122.2885
22868,2012,0.02425888,1,Léger,-79.23677914,47.04731271,1195121.224,-69122.07681,-811204.8504,400029.2025
22869,2012,0.106726481,1,Léger,-79.23764954,47.04752152,1195050.849,-69115.74516,-811266.6551,400061.9775
22870,2012,3.030825602,3,Grave,-79.26950757,47.04406146,1192766.622,-70089.67577,-813733.7184,399941.611
22871,2012,4.73728378,3,Grave,-79.26831404,47.04534874,1192833.224,-69927.42209,-813602.1188,400171.7535
22872,2012,86.36598483,1,Léger,-79.218333,47.04204631,1196635.906,-69347.41401,-809908.8084,399242.4835
22873,2012,0.009003624,3,Grave,-79.28070729,47.04854633,1191825.082,-69812.29023,-814478.153,400663.5041
22874,2012,2.748149095,2,Modéré,-79.34563406,47.04788938,1187020.326,-71097.801,-819356.849,401332.6395
22875,2012,143.7756507,2,Modéré,-79.35095548,47.04207752,1186783.653,-71828.81046,-819853.1731,400756.1247
22876,2012,2.328044963,3,Grave,-79.27570096,47.04885104,1192188.538,-69685.36125,-814097.7199,400639.9613
22877,2012,0.005253514,2,Modéré,-79.38700436,47.04983758,1183893.642,-71657.07797,-822425.3934,402020.88
