FID,ANNEE,SUPER_HA,Ia,NIVEAU,Longitude,Latitude,X,Y,RastX,RastY
23268,2012,0.146166071,3,Grave,-79.28386856,47.16840058,1188312.179,-56851.3692,-812715.9633,413861.2289
23269,2012,186.7034017,2,Modéré,-79.21657466,47.16043269,1193508.775,-56456.72101,-807817.4162,412209.5729
23270,2012,16.77951612,2,Modéré,-79.20724202,47.16512824,1194070.701,-55771.69041,-807041.5055,412619.3476
23271,2012,0.032452328,3,Grave,-79.28305574,47.16956847,1188334.307,-56709.34278,-812638.7407,413964.3443
23272,2012,22.68976975,3,Grave,-79.41677424,47.16798782,1178470.984,-59368.9141,-822664.9468,415318.8949
23273,2012,7.033881628,3,Grave,-79.39581225,47.16939861,1179985.939,-58826.98647,-821073.7907,415232.8346
23274,2012,22.4384472,3,Grave,-79.37370922,47.16901249,1181634.145,-58458.60944,-819427.5135,414937.1425
23275,2012,0.091148671,3,Grave,-79.27940845,47.17036174,1188577.525,-56555.0421,-812364.2651,414001.6374
23276,2012,0.033860827,3,Grave,-79.27989534,47.17057543,1188540.783,-56540.9329,-812385.6065,414038.8964
23277,2012,20.41391175,3,Grave,-79.38418708,47.16899589,1180858.267,-58654.99692,-820211.2938,415055.3637
23278,2012,0.029939431,3,Grave,-79.27824064,47.17083137,1188656.317,-56482.21573,-812257.5907,414048.1828
23279,2012,0.039109012,3,Grave,-79.27731361,47.17083978,1188716.643,-56463.97729,-812194.4485,414032.7264
23280,2012,0.002944195,3,Grave,-79.27986174,47.17121781,1188525.67,-56470.54063,-812372.3993,414108.9665
23281,2012,0.264252994,3,Grave,-79.28137811,47.17081025,1188424.534,-56543.13768,-812492.594,414081.4831
23282,2012,16.25632553,2,Modéré,-79.19154805,47.16993762,1195100.265,-54954.78203,-805788.0082,412970.05
23283,2012,19.7307426,2,Modéré,-79.14834713,47.16956398,1198308.74,-54182.552,-802562.3426,412443.5728
23284,2012,9.532731577,2,Modéré,-79.206222,47.17089342,1193987.53,-55126.59639,-806869.8729,413240.2343
23285,2012,1.869076809,3,Grave,-79.22416881,47.17263254,1192610.909,-55274.4633,-808183.4894,413633.5202
23286,2012,20.81900024,3,Grave,-79.31067157,47.17026447,1186269.842,-57149.24998,-814692.4855,414354.6687
23287,2012,270.5201984,3,Grave,-79.22997913,47.16094364,1192502.155,-56652.79704,-808811.7073,412416.8745
23288,2012,1.501485927,2,Modéré,-79.19521446,47.17286444,1194748.2,-54705.90609,-806013.9262,413332.3931
23289,2012,0.011795176,3,Grave,-79.23160365,47.17373545,1192030.109,-55294.07765,-808721.3008,413838.4884
23290,2012,13.11266162,3,Grave,-79.41102526,47.17173181,1178795.26,-58855.55621,-822171.9957,415663.3222
23291,2012,0.204174748,3,Grave,-79.26062993,47.17364092,1189883.44,-55847.82777,-810893.7694,414156.5962
23292,2012,0.016054977,3,Grave,-79.23903655,47.17383676,1191476.977,-55422.34295,-809275.546,413933.6312
23293,2012,0.482933853,2,Modéré,-79.20403435,47.17342764,1194079.732,-54810.3836,-806664.3373,413493.5528
23294,2012,0.446550339,3,Grave,-79.30956427,47.17375359,1186256.428,-56749.61256,-814551.4295,414724.7111
23295,2012,82.8984086,1,Léger,-79.03257649,47.16728124,1206940.024,-52241.37684,-793937.3434,410901.6904
23296,2012,44.81661734,1,Léger,-79.02122028,47.16957859,1207716.307,-51776.56742,-793050.1775,411027.8661
23297,2012,46.65763335,3,Grave,-79.31693287,47.17104569,1185784.705,-57181.13915,-815147.6851,414511.6495
23298,2012,6.560569098,1,Léger,-79.08273572,47.17217894,1203092.353,-52660.18858,-797610.7147,411996.8905
23299,2012,0.097405435,2,Modéré,-79.2239012,47.17446747,1192580.27,-55070.21205,-808133.0833,413831.7639
23300,2012,73.15991409,2,Modéré,-79.1987659,47.1680362,1194618.24,-55296.8303,-806359.3656,412842.7639
23301,2012,0.010556211,3,Grave,-79.27332564,47.17483068,1188910.687,-55956.02715,-811823.4575,414431.0294
23302,2012,0.0356491,2,Modéré,-79.20359297,47.17492278,1194071.246,-54639.77062,-806606.6077,413652.581
23303,2012,0.09526144,2,Modéré,-79.20374994,47.17519789,1194052.052,-54612.84953,-806613.8007,413684.5267
23304,2012,364.6588058,3,Grave,-79.24927722,47.16287759,1191019.639,-56804.25735,-810223.3622,412847.4185
23305,2012,337.8698746,3,Grave,-79.27264857,47.16479149,1189236.015,-57033.68496,-811939.8706,413322.273
23306,2012,8.403043559,2,Modéré,-79.20080166,47.17426322,1194296.045,-54658.97618,-806408.7337,413548.7727
23307,2012,18.48867067,3,Grave,-79.41510259,47.17526188,1178397.228,-58547.52957,-822417.3471,416097.2196
23308,2012,28.48233141,3,Grave,-79.39269975,47.17224997,1180138.974,-58459.44009,-820793.1041,415509.7682
23309,2012,0.068964177,3,Grave,-79.26713832,47.17746128,1189296.725,-55554.68022,-811316.9954,414649.3695
23310,2012,0.739803679,2,Modéré,-79.2271508,47.17721859,1192264.045,-54832.42098,-808330.5536,414170.224
23311,2012,1.828908113,2,Modéré,-79.16486281,47.17685204,1196885.007,-53702.39625,-803677.8658,413428.4472
23312,2012,0.009885704,2,Modéré,-79.16184708,47.17803436,1197075.585,-53517.30355,-803432.8227,413524.2822
23313,2012,0.066456705,3,Grave,-79.28960386,47.17807483,1187616.383,-55907.80931,-812986.7448,414971.6257
23314,2012,0.013856721,2,Modéré,-79.22969158,47.17814213,1192050.556,-54779.7663,-808505.2707,414300.2246
23315,2012,1.942713238,2,Modéré,-79.15025538,47.17709268,1197959.515,-53401.28338,-802581.2719,413290.9024
23316,2012,0.281394534,2,Modéré,-79.23021462,47.17838324,1192005.206,-54763.38831,-808540.3918,414332.581
23317,2012,10.99568825,3,Grave,-79.21824944,47.17472863,1192991.512,-54935.88373,-807706.0582,413796.5953
23318,2012,6.205108875,2,Modéré,-79.23103366,47.17628804,1192002.156,-55006.23816,-808636.3678,414112.0222
23319,2012,0.012998113,3,Grave,-79.37080982,47.17892467,1181578.9,-57327.87364,-819044.3101,415990.8301
23320,2012,1.150935392,2,Modéré,-79.18226493,47.17810172,1195562.476,-53894.01532,-804958.8822,413761.1283
23321,2012,81.22241819,1,Léger,-78.96787417,47.17439183,1211528.33,-50239.89794,-788980.0736,410966.3947
23322,2012,88.91361996,2,Modéré,-79.15118012,47.17480305,1197954.282,-53667.23867,-802688.1355,413050.1012
23323,2012,0.028662659,3,Grave,-79.24958666,47.18008213,1190524.348,-54941.73272,-809960.9194,414737.9901
23324,2012,0.195982498,3,Grave,-79.30899278,47.18018106,1186122.957,-56040.8466,-814401.4074,415423.0776
23325,2012,6.126314964,3,Grave,-79.33616274,47.17961104,1184126.399,-56608.99606,-816442.4096,415670.1699
23326,2012,0.031146905,2,Modéré,-79.22833734,47.18057356,1192083.978,-54490.38596,-808363.7069,414551.6146
23327,2012,7.786399615,3,Grave,-79.21235416,47.1798444,1193287.211,-54269.85274,-807180.481,414291.2176
23328,2012,0.019902375,3,Grave,-79.30512578,47.18154448,1186372.018,-55820.64496,-814089.5174,415528.5974
23329,2012,17.81848795,3,Grave,-79.36508677,47.17772969,1182035.393,-57351.36543,-818636.4823,415794.3054
23330,2012,0.13356696,3,Grave,-79.34624943,47.1816623,1183323.374,-56573.89428,-817162.2015,416010.2357
23331,2012,25.33884604,3,Grave,-79.41526115,47.17969691,1178264.981,-58068.5629,-822354.4518,416585.3022
23332,2012,5.812230173,3,Grave,-79.39002184,47.1805846,1180110.584,-57504.20661,-820452.7143,416392.9179
23333,2012,0.032723008,2,Modéré,-79.22338992,47.18175385,1192417.77,-54269.49917,-807974.1755,414625.2001
23334,2012,188.2736257,2,Modéré,-79.18425568,47.17297238,1195556.555,-54488.3024,-805192.388,413220.8284
23335,2012,3.521646126,2,Modéré,-79.22937921,47.18056631,1192007.049,-54510.70116,-808441.7423,414562.5877
23336,2012,0.020957222,3,Grave,-79.19789551,47.18262427,1194280.927,-53696.68495,-806053.219,414433.1623
23337,2012,12.82916251,1,Léger,-78.95879355,47.18171645,1212046.115,-49272.46991,-788123.6602,411733.5241
23338,2012,9.213482401,3,Grave,-79.19936472,47.18101496,1194216.5,-53898.98572,-806189.6845,414273.1843
23339,2012,1.64209867,2,Modéré,-79.22668,47.1818087,1192172.713,-54325.21762,-808219.305,414668.3685
23340,2012,0.600062135,3,Grave,-79.36684376,47.18233335,1181779.783,-56883.88259,-818690.5956,416319.2107
23341,2012,0.055876609,2,Modéré,-79.22505889,47.18320046,1192254.452,-54143.72065,-808075.0241,414802.7156
23342,2012,16.21845304,2,Modéré,-79.16145975,47.18020847,1197044.235,-53274.02734,-803368.0619,413758.4274
23343,2012,0.056805987,2,Modéré,-79.22482906,47.18381196,1192254.652,-54073.02002,-808047.7095,414867.1917
23344,2012,125.4248576,1,Léger,-79.05254708,47.17628911,1205211.981,-51642.72744,-795284.9659,412111.8312
23345,2012,0.116581129,2,Modéré,-79.24591238,47.18513347,1190657.673,-54324.46005,-809602.3264,415250.4369
23346,2012,0.082316959,3,Grave,-79.25483526,47.18529541,1189992.694,-54473.85909,-810266.824,415369.1891
23347,2012,0.010552302,2,Modéré,-79.24495494,47.18585242,1190708.807,-54228.47266,-809518.8058,415318.4585
23348,2012,0.103064879,2,Modéré,-79.24271184,47.18587427,1190874.25,-54184.10629,-809350.721,415295.4827
23349,2012,0.127843158,3,Grave,-79.25343569,47.18542148,1190092.841,-54433.98441,-810160.0821,415367.17
23350,2012,0.069932783,2,Modéré,-79.24907643,47.18618992,1190394.448,-54268.96975,-809821.3757,415402.1084
23351,2012,7.71751362,1,Léger,-79.05175552,47.18531743,1205019.62,-50648.10536,-795078.6131,413093.7044
23352,2012,0.112809505,2,Modéré,-79.24474764,47.18655143,1190704.957,-54148.69237,-809491.7068,415392.7802
23353,2012,0.031315204,3,Grave,-79.25356449,47.18683329,1190044.56,-54283.09235,-810146.2675,415523.4713
23354,2012,71.07377872,3,Grave,-79.28358976,47.18199925,1187954.252,-55369.31032,-812471.6506,415333.6984
23355,2012,9.908688874,2,Modéré,-79.14730689,47.18570823,1197939.721,-52410.59974,-802219.0462,414202.9851
23356,2012,1.295599526,2,Modéré,-79.24523102,47.18756045,1190641.47,-54048.18048,-809511.1058,415508.9162
23357,2012,0.036202335,2,Modéré,-79.24799409,47.18834049,1190415.527,-54015.19874,-809704.7522,415625.7309
23358,2012,24.56619937,3,Grave,-79.19041945,47.18558126,1194752.79,-53235.27826,-805445.3042,414673.3365
23359,2012,0.021200284,2,Modéré,-79.24651512,47.18862233,1190517.263,-53956.91483,-809589.4945,415639.9095
23360,2012,158.6068268,3,Grave,-79.37981683,47.17983804,1180964.679,-57395.93448,-820049.9925,416162.4491
23361,2012,0.027203086,2,Modéré,-79.2459077,47.18875239,1190558.653,-53931.42382,-809541.921,415647.3023
23362,2012,14.9964924,1,Léger,-78.90014503,47.18691217,1216185.795,-47589.55895,-783710.2257,411596.2631
23363,2012,8.151313674,2,Modéré,-79.15165142,47.18709747,1197579.87,-52341.62483,-802521.1116,414404.0983
23364,2012,0.088734064,3,Grave,-79.25290491,47.18902757,1190033.162,-54032.48655,-810060.5132,415756.6666
23365,2012,82.83425779,2,Modéré,-79.22081234,47.18230931,1192593.294,-54160.9283,-807772.2451,414656.9838
23366,2012,1.260014933,2,Modéré,-79.24792899,47.1892472,1190395.453,-53915.5283,-809684.8347,415724.44
23367,2012,0.01650244,3,Grave,-79.25325181,47.19117818,1189948.461,-53805.45673,-810050.7366,415996.464
23368,2012,96.14318082,3,Grave,-79.24537936,47.1802098,1190832.427,-54849.15516,-809644.1129,414704.3211
23369,2012,12.016384,3,Grave,-79.41261596,47.19179933,1178132.092,-56704.57936,-821952.776,417881.8177
23370,2012,101.9753124,2,Modéré,-79.3194211,47.18824885,1185130.183,-55358.97967,-815046.3426,416426.5398
23371,2012,324.7588693,1,Léger,-79.09170124,47.17553953,1202335.791,-52465.18679,-798226.527,412465.4459
23372,2012,136.9790957,3,Grave,-79.4004727,47.18704941,1179160.587,-56995.6271,-821125.1797,417221.6407
23373,2012,621.3072105,3,Grave,-79.29532054,47.17386525,1187308.292,-56471.88575,-813484.4453,414574.8174
23374,2012,71.8563681,3,Grave,-79.30845438,47.18789139,1185951.958,-55193.42586,-814232.4574,416262.4687
23375,2012,92.56874802,3,Grave,-79.34003165,47.18619972,1183667.372,-55965.34668,-816838.6005,416715.7946
23376,2012,71.62305974,3,Grave,-79.28180183,47.1893928,1187884.051,-54532.99996,-812214.8824,416124.2574
23377,2012,20.80415371,2,Modéré,-79.21897088,47.19129502,1192482.472,-53150.76027,-807485.7677,415621.8358
23378,2012,25.93846726,3,Grave,-79.38483703,47.19233395,1180174.817,-56131.52847,-819867.6373,417621.7619
23379,2012,0.383861625,1,Léger,-79.01402196,47.19530947,1207532.182,-48848.4824,-792093.6348,413771.6436
23380,2012,0.210927734,3,Grave,-79.36072802,47.19554732,1181872.518,-55334.79592,-818011.7799,417698.1943
23381,2012,34.49780311,1,Léger,-79.01824876,47.19322435,1207277.702,-49154.90944,-792443.6542,413589.6425
23382,2012,28.33505741,3,Grave,-79.3034459,47.19502385,1185804.319,-54325.35414,-813416.4209,416973.7072
23383,2012,0.036386078,3,Grave,-79.27114681,47.19717309,1188458.097,-53489.06721,-811296.585,416840.4068
23384,2012,20.87188072,1,Léger,-79.02567175,47.19533904,1206669.954,-49066.36318,-792964.48,413903.9096
23385,2012,1.54402102,1,Léger,-79.02505883,47.19724055,1206662.351,-48848.4546,-792887.7258,414105.7671
23386,2012,0.755749063,2,Modéré,-79.20992328,47.19700521,1192994.915,-52361.17145,-806714.8444,416146.1131
23387,2012,5.285922303,3,Grave,-79.37318946,47.19679243,1180915.909,-55430.9952,-818922.2224,417977.2468
23388,2012,8.616257249,2,Modéré,-79.25039787,47.19626948,1190019.954,-53199.24855,-809752.8423,416522.5534
23389,2012,191.2339134,2,Modéré,-79.24003238,47.18735306,1191032.065,-53973.45495,-809125.7982,415427.2878
23390,2012,0.000207422,3,Grave,-79.28677083,47.19906936,1187251.181,-53574.93105,-812425.1805,417241.89
23391,2012,6.103304462,3,Grave,-79.36153481,47.19783623,1181750.389,-55101.15006,-818033.6888,417958.3952
23392,2012,0.004479419,1,Léger,-78.96759861,47.1996258,1210843.832,-47497.77405,-788551.4944,413732.5887
23393,2012,137.7083916,2,Modéré,-79.20064259,47.19308533,1193789.556,-52612.60893,-806085.7893,415611.5598
23394,2012,17.22948415,3,Grave,-79.34394136,47.19630642,1183094.679,-54940.26741,-816744.4238,417589.6861
23395,2012,0.259441549,3,Grave,-79.27073625,47.19922242,1188433.731,-53258.86649,-811224.1026,417076.7683
23396,2012,0.491673423,2,Modéré,-79.17191417,47.20084474,1195701.282,-51230.67298,-803809.8583,416139.5544
23397,2012,0.02389171,3,Grave,-79.27280621,47.20126052,1188224.671,-53076.22592,-811344.9206,417323.7558
23398,2012,0.743888513,3,Grave,-79.38904736,47.200889,1179630.23,-55280.22293,-820038.4633,418608.0148
23399,2012,203.8417081,3,Grave,-79.35360027,47.1922831,1182489.288,-55556.95756,-817533.7775,417258.7737
23400,2012,94.59209356,1,Léger,-78.97024073,47.19265156,1210843.239,-48304.5758,-788861.9747,412996.3018
23401,2012,149.3038013,2,Modéré,-79.12160141,47.19439252,1199601.47,-50983.64519,-800154.055,414867.8505
23402,2012,0.035705928,3,Grave,-79.2750617,47.20200266,1188037.411,-53037.77013,-811501.1564,417430.7213
23403,2012,16.30531616,3,Grave,-79.31027865,47.19981238,1185490.87,-53932.70656,-814169.8386,417590.5436
23404,2012,432.8279978,3,Grave,-79.2750632,47.1904604,1188353.746,-54291.19793,-811693.2453,416164.852
23405,2012,8.371679063,3,Grave,-79.38550085,47.20122694,1179883.616,-55177.72893,-819767.7648,418604.435
23406,2012,0.012218316,3,Grave,-79.25214124,47.20216531,1189729.113,-52591.6948,-809785.2736,417188.9136
23407,2012,0.007482215,3,Grave,-79.25219452,47.20236744,1189719.623,-52570.74543,-809785.8997,417211.684
23408,2012,0.736594755,2,Modéré,-79.23953984,47.2026379,1190648.595,-52304.58885,-808835.5162,417098.2286
23409,2012,49.74291977,1,Léger,-78.94065271,47.20087397,1212800.616,-46849.03655,-786515.8944,413573.021
23410,2012,23.71586107,3,Grave,-79.31934313,47.20022811,1184808.541,-54056.45692,-814840.3767,417739.3029
23411,2012,117.2642353,1,Léger,-79.10331122,47.19745325,1200869.564,-50306.34954,-798736.2327,414999.3342
23412,2012,5.967727729,3,Grave,-79.39338954,47.2044635,1179211.488,-54972.4117,-820302.8114,419049.6998
23413,2012,58.53807217,1,Léger,-79.08676659,47.20087055,1201998.486,-49623.02026,-797443.1541,415189.7283
23414,2012,198.4046178,3,Grave,-79.25497658,47.18813155,1189904.471,-54168.7758,-810230.3078,415681.6587
23415,2012,4.247081493,2,Modéré,-79.16948706,47.20467213,1195775.248,-50769.61427,-803565.341,416532.1339
23416,2012,2.808732539,1,Léger,-78.96854213,47.20586812,1210599.752,-46838.72847,-788521.1263,414428.0157
23417,2012,4.905464778,3,Grave,-79.36724102,47.20640833,1181094.33,-54275.9839,-818316.2979,418963.5549
23418,2012,26.67921113,3,Grave,-79.31424946,47.20251775,1185122.993,-53712.90791,-814421.4413,417932.3859
23419,2012,12.3261117,3,Grave,-79.30969462,47.20771371,1185318.021,-53063.72157,-813994.2984,418450.3686
23420,2012,0.11347595,1,Léger,-78.96959397,47.20923862,1210427.881,-46493.2109,-788545.2882,414809.4795
23421,2012,30.19267214,1,Léger,-79.09281083,47.20681607,1201386.698,-49092.07534,-797797.8396,415909.4006
23422,2012,127.6596651,3,Grave,-79.33259061,47.2046699,1183706.621,-53820.68724,-815756.1596,418377.3099
23423,2012,49.38935665,3,Grave,-79.2457279,47.20371862,1190161.041,-52303.07836,-809280.1233,417286.7086
23424,2012,1.687087482,3,Grave,-79.29179276,47.20842728,1186623.289,-52652.44058,-812644.5969,418325.1545
23425,2012,6.916838368,1,Léger,-78.95831235,47.20843221,1211284.139,-46365.90203,-787714.6724,414596.7326
23426,2012,177.5585607,2,Modéré,-79.16870031,47.20343212,1195867.636,-50889.44432,-803526.9795,416387.2644
23427,2012,0.072783343,2,Modéré,-79.11160438,47.21076295,1199887.714,-49018.5478,-799138.2133,416552.1058
23428,2012,0.037165973,2,Modéré,-79.21202484,47.21117426,1192449.57,-50862.40014,-806637.5654,417723.9201
23429,2012,0.022541843,2,Modéré,-79.12337871,47.21136536,1199000.405,-49175.20934,-800008.5109,416749.7533
23430,2012,0.033580241,2,Modéré,-79.12231863,47.21141096,1199077.531,-49150.27784,-799928.5194,416742.9047
23431,2012,0.076407943,1,Léger,-78.96720434,47.21133589,1210545.902,-46220.28366,-788332.6858,415013.3018
23432,2012,0.0248071,2,Modéré,-79.2323131,47.21191267,1190928.468,-51162.348,-808141.6144,418033.8143
23433,2012,0.841153379,1,Léger,-78.96746379,47.21174402,1210515.332,-46180.96019,-788345.4873,415060.9469
23434,2012,30.37697445,2,Modéré,-79.12285448,47.20944448,1199092.304,-49373.78106,-800000.8422,416533.1657
23435,2012,0.017112605,2,Modéré,-79.21297424,47.2130145,1192328.715,-50680.42914,-806678.0777,417936.4632
23436,2012,0.331488569,3,Grave,-79.12387878,47.21319467,1198912.823,-48986.12313,-800015.8779,416956.024
23437,2012,0.016098435,2,Modéré,-79.21279184,47.2133425,1192333.183,-50641.4036,-806659.0197,417970.3828
23438,2012,18.63408293,2,Modéré,-79.10321531,47.20870191,1200565.107,-49083.90458,-798544.8295,416232.3381
23439,2012,67.05501106,3,Grave,-79.39649316,47.21006735,1178829.309,-54421.16145,-820440.4163,419699.6813
23440,2012,3.739652178,1,Léger,-79.03847768,47.21339963,1205220.765,-47349.92559,-793628.2844,416027.5666
23441,2012,74.3406906,1,Léger,-78.96455654,47.20984478,1210783.23,-46331.62132,-788158.7958,414820.4838
23442,2012,12.26581116,3,Grave,-79.36805441,47.21172981,1180889.13,-53713.06095,-818287.7754,419556.3252
23443,2012,91.65596642,3,Grave,-79.36134852,47.20935367,1181450.274,-53846.63996,-817826.5769,419219.1138
23444,2012,11.67056986,3,Grave,-79.29267188,47.21448495,1186392.407,-52011.03746,-812609.3375,418999.4405
23445,2012,5.990775012,2,Modéré,-78.96361541,47.21710619,1210649.916,-45526.20249,-787971.0611,415606.9968
23446,2012,67.21799761,2,Modéré,-79.21148312,47.20774092,1192381.084,-51225.14235,-806437.7607,417953.4598
23447,2012,0.020068791,3,Grave,-79.28792691,47.21886731,1186623.481,-51446.64867,-812181.7822,419426.1614
23448,2012,12.54676641,1,Léger,-79.03972548,47.21744391,1205016.07,-46934.8501,-793655.7456,416485.1491
23449,2012,35.51749158,3,Grave,-79.30448355,47.2166624,1185458.879,-51994.80849,-813455.5807,419372.4261
23450,2012,2.320209906,3,Grave,-79.14379454,47.21920872,1197273.996,-48708.61502,-801405.6828,417838.6056
23451,2012,4.459306676,3,Grave,-79.29216846,47.21852585,1186319.033,-51562.84792,-812504.3792,419436.8644
23452,2012,73.96368128,3,Grave,-79.34031839,47.21734035,1182788.798,-52588.30275,-816121.5542,419854.7845
23453,2012,0.036661988,2,Modéré,-79.21205372,47.22152781,1192162.587,-49739.02232,-806468.4523,418859.8386
23454,2012,0.000536771,3,Grave,-79.20529408,47.22223874,1192642.914,-49535.12989,-805951.5957,418861.659
23455,2012,508.0619117,2,Modéré,-79.22415481,47.20592664,1191696.544,-51659.65842,-807631.1164,417284.9997
23456,2012,26.39900698,3,Grave,-79.14028164,47.21994733,1197513.315,-48562.33245,-801131.0053,417880.2935
23457,2012,0.449233915,3,Grave,-79.14407692,47.2228378,1197152.854,-48320.0922,-801367.1328,418239.8664
23458,2012,7.081234325,2,Modéré,-79.21420326,47.22286239,1191966.909,-49634.43585,-806606.9897,419030.443
23459,2012,1.846848114,3,Grave,-79.36145714,47.22326725,1181062.951,-52337.36477,-817601.3697,420745.9618
23460,2012,103.4494564,3,Grave,-79.35259881,47.21900954,1182126.416,-52635.28825,-816740.6369,420210.4328
23461,2012,14.49513461,3,Grave,-79.14092146,47.2233067,1197373.183,-48209.81161,-801123.6149,418255.9721
23462,2012,179.9506272,3,Grave,-79.23552431,47.21712847,1190547.558,-50656.30014,-808295.2105,418642.0963
23463,2012,0.493871757,2,Modéré,-78.96111923,47.22488984,1210616.883,-44634.60805,-787658.6588,416433.676
23464,2012,24.87701469,3,Grave,-79.39169747,47.22335342,1178822.853,-52888.98975,-819858.6946,421101.3911
23465,2012,12.21292418,2,Modéré,-78.95711685,47.22473604,1210916.849,-44575.09748,-787361.9356,416372.7539
23466,2012,13.45780251,1,Léger,-79.02048244,47.22494889,1206229.336,-45756.01921,-792095.2372,417095.4059
23467,2012,15.88235218,3,Grave,-79.32924127,47.2246194,1183409.673,-51591.72348,-815172.2628,420526.6889
23468,2012,107.9881388,2,Modéré,-79.07421501,47.22021843,1202389.783,-47286.58726,-796188.6693,417172.6622
23469,2012,345.398485,3,Grave,-79.23009298,47.22390955,1191214.718,-49818.29628,-807248.9111,419503.9631
23470,2012,198.8484008,3,Grave,-79.25523271,47.21441287,1189164.342,-51319.90391,-809812.9448,418566.9789
23471,2012,0.172405552,3,Grave,-79.21021602,47.22923696,1192086.381,-48867.75436,-806203.6303,419684.6728
23472,2012,0.074201207,3,Grave,-79.35239718,47.23018349,1181544.712,-51417.91648,-816808.7193,421400.8368
23473,2012,0.043470718,3,Grave,-79.1899644,47.23045297,1193550.228,-48355.98321,-804670.4978,419590.1065
23474,2012,1.29023049,2,Modéré,-79.39516153,47.2304067,1178374.661,-52186.99492,-819998.7756,421914.3889
23475,2012,22.43742433,2,Modéré,-79.39285766,47.22875658,1178590.011,-52323.55901,-819854.4794,421707.0768
23476,2012,0.002293367,3,Grave,-79.36717027,47.23105573,1180428,-51597.47559,-817897.4294,421665.2108
23477,2012,107.5148441,3,Grave,-79.35559071,47.22758604,1181379.272,-51759.32554,-817090.7688,421152.5104
23478,2012,43.54252011,3,Grave,-79.38462468,47.22751633,1179232.949,-52305.69635,-819260.458,421476.8011
23479,2012,17.22423992,3,Grave,-79.25551358,47.23028104,1188708.128,-49602.15776,-809570.3687,420310.5782
23480,2012,0.591294075,3,Grave,-79.36758733,47.23167526,1180380.266,-51537.92608,-817918.1814,421737.9044
23481,2012,0.019568654,3,Grave,-79.36733203,47.23232184,1180381.537,-51462.95958,-817888.2648,421805.8801
23482,2012,2.333519934,3,Grave,-79.36602612,47.23159567,1180497.936,-51517.5957,-817802.9202,421711.3356
23483,2012,0.096477193,3,Grave,-79.3669786,47.23238051,1180406.086,-51450.02926,-817860.8858,421808.2725
23484,2012,7.230277629,1,Léger,-78.90935881,47.23145212,1214256.287,-42936.43478,-783683.5017,416585.5513
23485,2012,40.45883595,3,Grave,-79.28805984,47.22316731,1186495.909,-50982.25192,-812120.0908,419899.1938
23486,2012,13.47163115,2,Modéré,-79.39200473,47.23217682,1178560.084,-51936.22377,-819733.2549,422072.2946
23487,2012,30.03629493,2,Modéré,-79.38175972,47.23181662,1179327.884,-51785.44993,-818974.2198,421915.5054
23488,2012,10.68122203,2,Modéré,-79.02686129,47.23177675,1205567.997,-45136.35774,-792461.0257,417915.2001
23489,2012,2.84847104,2,Modéré,-79.07368318,47.23252487,1202087.648,-45941.36976,-795947.9234,418516.9288
23490,2012,0.375630224,1,Léger,-79.02168265,47.23339932,1205905.437,-44862.1976,-792047.6237,418035.8968
23491,2012,0.024498882,2,Modéré,-79.07173401,47.23364691,1202200.544,-45782.80422,-795783.9463,418618.3512
23492,2012,0.365124134,2,Modéré,-79.39369319,47.23355553,1178397.658,-51817.74752,-819836.1549,422242.7924
23493,2012,4.725129103,2,Modéré,-79.02949886,47.23302832,1205338.31,-45050.59137,-792637.7927,418081.7341
23494,2012,9.483049566,2,Modéré,-79.38674875,47.23380746,1178904.567,-51661.69238,-819313.3521,422190.8913
23495,2012,757.7882395,3,Grave,-79.27376286,47.21446381,1187791.961,-51660.69802,-811196.877,418782.414
23496,2012,106.4828926,3,Grave,-79.28180139,47.22828399,1186818.717,-50309.91107,-811567.3314,420389.3042
23497,2012,75.80343773,3,Grave,-79.30456372,47.23050932,1185074.211,-50492.66356,-813230.5349,420891.7626
23498,2012,188.9508945,3,Grave,-79.12937025,47.22332475,1197882.913,-47990.43363,-800222.9527,417308.5986
23499,2012,1.51952967,3,Grave,-79.33037559,47.23419182,1183064.342,-50573.26603,-815096.9138,421589.2476
23500,2012,11.59081399,3,Grave,-79.34810823,47.23256585,1181797.02,-51079.49618,-816448.4827,421613.111
23501,2012,8.075339817,2,Modéré,-79.02550408,47.23381587,1205611.53,-44889.45668,-792326.4407,418123.906
23502,2012,2.62509579,3,Grave,-79.2808329,47.23480563,1186711.695,-49583.69588,-811386.4067,421093.5368
23503,2012,227.7699793,2,Modéré,-79.11495813,47.22232887,1199319.7,-47826.87741,-799199.2814,417858.2865
23504,2012,2.593811561,3,Grave,-79.27502032,47.23503507,1187135.244,-49450.32887,-810948.4447,421052.8041
23505,2012,8.89365933,3,Grave,-79.34983084,47.23361139,1181521.921,-50997.95435,-816398.568,421884.2586
23506,2012,2.650999121,3,Grave,-79.15012476,47.2355206,1196355.472,-47057.54364,-801610.4995,419698.8344
23507,2012,9.543806463,1,Léger,-79.02137976,47.2348958,1205886.16,-44694.14239,-792000.6693,418196.7411
23508,2012,34.63566096,3,Grave,-79.16279254,47.23553465,1195418.77,-47294.16803,-802556.6688,419842.3805
23509,2012,71.6385376,3,Grave,-79.18355615,47.23477358,1193904.919,-47766.76998,-804120.4382,419991.9846
23510,2012,198.4320599,3,Grave,-79.33819047,47.22968304,1182609.353,-51208.30838,-815756.0396,421183.8673
23511,2012,18.10290568,3,Grave,-79.30658231,47.23592129,1184776.877,-49942.5829,-813291.0116,421508.1802
